Device,Device,Device,Device,Device,Device,Device,Device
ECG LL-RA,ECG LL-RA,ECG Vx-RL,ECG Vx-RL,Timestamp,Timestamp,ECG LA-RA,ECG LA-RA
RAW,CAL,CAL,RAW,CAL,RAW,RAW,CAL
No Units,mV,mV,No Units,mSecs,No Units,No Units,mV
-1575,-14.54016236,-0.036927396,-4,966.796875,31680,-1061,-9.794991913
-1568,-14.47553941,-0.267723624,-29,970.703125,31808,-1054,-9.730368969
-1571,-14.50323496,-0.147709586,-16,974.609375,31936,-1048,-9.674977874
-1575,-14.54016236,-0.009231849,-1,978.515625,32064,-1053,-9.72113712
-1579,-14.57708975,-0.295419172,-32,982.421875,32192,-1057,-9.758064516
-1576,-14.54939421,-0.018463698,-2,986.328125,32320,-1061,-9.794991913
-1564,-14.43861202,-0.286187323,-31,990.234375,32448,-1047,-9.665746025
-1580,-14.5863216,-0.138477737,-15,994.140625,32576,-1053,-9.72113712
-1567,-14.46630757,-0.036927396,-4,998.046875,32704,-1060,-9.785760063
-1568,-14.47553941,-0.092318491,-10,1001.953125,32832,-1048,-9.674977874
-1589,-14.66940825,-0.009231849,-1,1005.859375,32960,-1078,-9.951933348
-1570,-14.49400311,-0.073854793,-8,1009.765625,33088,-1056,-9.748832667
-1568,-14.47553941,-0.147709586,-16,1013.671875,33216,-1053,-9.72113712
-1579,-14.57708975,-0.147709586,-16,1017.578125,33344,-1062,-9.804223762
-1579,-14.57708975,-0.295419172,-32,1021.484375,33472,-1058,-9.767296365
-1580,-14.5863216,-0.590838343,-64,1025.390625,33600,-1069,-9.868846706
-1572,-14.51246681,-0.295419172,-32,1029.296875,33728,-1056,-9.748832667
-1575,-14.54016236,-0.553910947,-60,1033.203125,33856,-1059,-9.776528214
-1571,-14.50323496,-0.304651021,-33,1037.109375,33984,-1057,-9.758064516
-1568,-14.47553941,-0.073854793,-8,1041.015625,34112,-1054,-9.730368969
-1584,-14.623249,-0.563142796,-61,1044.921875,34240,-1075,-9.9242378
-1580,-14.5863216,-0.009231849,-1,1048.828125,34368,-1064,-9.82268746
-1573,-14.52169866,-0.267723624,-29,1052.734375,34496,-1053,-9.72113712
-1572,-14.51246681,-0.046159246,-5,1056.640625,34624,-1047,-9.665746025
-1577,-14.55862606,-0.129245888,-14,1060.546875,34752,-1051,-9.702673421
-1584,-14.623249,-0.018463698,-2,1064.453125,34880,-1067,-9.850383007
-1572,-14.51246681,-0.295419172,-32,1068.359375,35008,-1055,-9.739600818
-1577,-14.55862606,-0.295419172,-32,1072.265625,35136,-1056,-9.748832667
-1573,-14.52169866,-0.120014039,-13,1076.171875,35264,-1054,-9.730368969
-1577,-14.55862606,-0.147709586,-16,1080.078125,35392,-1056,-9.748832667
-1579,-14.57708975,-0.5262154,-57,1083.984375,35520,-1066,-9.841151158
-1571,-14.50323496,-0.295419172,-32,1087.890625,35648,-1051,-9.702673421
-1571,-14.50323496,-0.295419172,-32,1091.796875,35776,-1051,-9.702673421
-1567,-14.46630757,-0.073854793,-8,1095.703125,35904,-1046,-9.656514176
-1581,-14.59555345,-0.304651021,-33,1099.609375,36032,-1058,-9.767296365
-1576,-14.54939421,-0.240028077,-26,1103.515625,36160,-1056,-9.748832667
-1573,-14.52169866,-0.018463698,-2,1107.421875,36288,-1056,-9.748832667
-1584,-14.623249,-0.452360607,-49,1111.328125,36416,-1058,-9.767296365
-1569,-14.48477126,-0.009231849,-1,1115.234375,36544,-1039,-9.591891232
-1595,-14.72479934,-0.489288003,-53,1119.140625,36672,-1065,-9.831919309
-1580,-14.5863216,-0.553910947,-60,1123.046875,36800,-1060,-9.785760063
-1576,-14.54939421,-0.018463698,-2,1126.953125,36928,-1052,-9.711905271
-1572,-14.51246681,-0.286187323,-31,1130.859375,37056,-1049,-9.684209723
-1570,-14.49400311,-0.073854793,-8,1134.765625,37184,-1046,-9.656514176
-1577,-14.55862606,-0.258491775,-28,1138.671875,37312,-1055,-9.739600818
-1571,-14.50323496,-0.138477737,-15,1142.578125,37440,-1047,-9.665746025
-1588,-14.6601764,-0.083086642,-9,1146.484375,37568,-1066,-9.841151158
-1571,-14.50323496,-0.221564379,-24,1150.390625,37696,-1046,-9.656514176
-1579,-14.57708975,-0.009231849,-1,1154.296875,37824,-1039,-9.591891232
-1575,-14.54016236,-0.240028077,-26,1158.203125,37952,-1050,-9.693441572
-1582,-14.6047853,-0.221564379,-24,1162.109375,38080,-1055,-9.739600818
-1587,-14.65094455,-0.452360607,-49,1166.015625,38208,-1059,-9.776528214
-1578,-14.56785791,-0.276955473,-30,1169.921875,38336,-1048,-9.674977874
